iter	Passed	Remaining
220	525	1853
221	531	1862
222	533	1857
223	534	1852
224	558	1924
225	564	1931
226	566	1927
227	569	1928
228	587	1976
229	588	1970
230	589	1963
231	591	1956
232	598	1969
233	599	1963
234	601	1956
235	603	1954
236	604	1947
237	605	1940
238	607	1932
239	608	1927
240	611	1924
241	612	1918
242	615	1918
243	625	1937
244	627	1933
245	628	1926
246	630	1921
247	631	1916
248	642	1936
249	643	1931
250	645	1925
251	646	1919
252	649	1917
253	651	1913
254	656	1918
255	660	1920
256	668	1932
257	670	1928
258	688	1970
259	691	1966
260	704	1993
261	705	1986
262	706	1980
263	716	1997
264	718	1993
265	719	1986
266	721	1980
267	725	1981
268	731	1989
269	734	1984
270	736	1980
271	737	1974
272	742	1976
273	743	1970
274	744	1963
275	745	1956
276	747	1949
277	748	1943
278	754	1948
279	755	1942
280	756	1935
281	758	1930
282	759	1924
283	760	1917
284	762	1911
285	766	1914
286	769	1910
287	771	1908
288	775	1906
289	776	1900
290	780	1902
291	783	1899
292	786	1897
293	788	1893
294	791	1890
295	800	1904
296	803	1900
297	804	1894
298	805	1888
299	806	1881
300	807	1875
301	811	1876
302	813	1871
303	815	1866
304	816	1859
305	817	1853
306	818	1847
307	819	1841
308	821	1836
309	826	1840
310	828	1835
311	829	1829
312	830	1823
313	832	1817
314	833	1812
315	834	1807
316	836	1801
317	841	1803
318	842	1797
319	843	1792
320	844	1786
321	845	1781
322	847	1775
323	848	1770
324	850	1765
325	851	1760
326	856	1763
327	858	1758
328	860	1754
329	861	1749
330	863	1744
331	864	1739
332	866	1734
333	868	1731
334	871	1730
335	873	1725
336	874	1720
337	875	1715
338	876	1709
339	878	1704
340	879	1699
341	880	1694
342	887	1700
343	889	1695
344	890	1690
345	891	1685
346	892	1680
347	894	1676
348	895	1671
349	896	1665
350	899	1662
351	901	1658
352	902	1653
353	903	1649
354	905	1644
355	906	1640
356	909	1637
357	916	1643
358	917	1638
359	920	1637
360	923	1635
361	927	1634
362	930	1632
363	950	1661
364	952	1657
365	954	1653
366	961	1658
367	964	1656
368	965	1651
369	967	1647
370	969	1643
371	971	1640
372	996	1675
373	999	1672
374	1002	1671
375	1014	1683
376	1019	1685
377	1028	1692
378	1030	1688
379	1034	1688
380	1053	1711
381	1065	1723
382	1067	1719
383	1082	1736
384	1085	1733
385	1127	1793
386	1129	1789
387	1138	1795
388	1141	1792
389	1143	1788
390	1144	1783
391	1151	1786
392	1154	1782
393	1155	1777
394	1158	1774
395	1169	1783
396	1205	1831
397	1207	1826
398	1216	1831
399	1324	1986
400	1340	2002
401	1382	2056
402	1385	2053
403	1389	2049
404	1420	2086
405	1422	2081
406	1435	2091
407	1437	2085
408	1438	2078
409	1450	2086
410	1453	2083
411	1471	2099
412	1481	2105
413	1496	2117
414	1513	2134
415	1531	2149
416	1533	2144
417	1546	2153
418	1548	2146
419	1550	2140
420	1552	2134
421	1562	2140
422	1564	2134
423	1566	2127
424	1568	2121
425	1577	2125
426	1595	2140
427	1596	2133
428	1598	2127
429	1599	2120
430	1608	2124
431	1611	2119
432	1628	2132
433	1630	2126
434	1632	2120
435	1641	2123
436	1644	2118
437	1645	2111
438	1647	2104
439	1648	2098
440	1650	2092
441	1652	2086
442	1654	2080
443	1656	2074
444	1658	2068
445	1666	2070
446	1668	2064
447	1685	2076
448	1686	2069
449	1688	2063
450	1691	2058
451	1699	2060
452	1701	2054
453	1703	2048
454	1705	2043
455	1707	2037
456	1710	2032
457	1712	2026
458	1714	2020
459	1717	2015
460	1719	2010
461	1727	2011
462	1731	2008
463	1733	2002
464	1735	1996
465	1740	1994
466	1741	1987
467	1743	1981
468	1744	1975
469	1746	1969
470	1748	1963
471	1750	1957
472	1757	1957
473	1758	1951
474	1761	1946
475	1762	1940
476	1765	1935
477	1766	1929
478	1772	1927
479	1775	1923
480	1777	1918
481	1779	1912
482	1788	1914
483	1789	1908
484	1791	1902
485	1792	1896
486	1794	1890
487	1795	1884
488	1801	1882
489	1803	1877
490	1805	1871
491	1808	1867
492	1823	1875
493	1825	1869
494	1826	1863
495	1832	1862
496	1835	1857
497	1837	1852
498	1839	1846
499	1841	1841
500	1849	1842
501	1855	1840
502	1857	1835
503	1867	1837
504	1869	1832
505	1871	1827
506	1887	1835
507	1889	1829
508	1895	1828
509	1896	1822
510	1898	1816
511	1900	1811
512	1902	1806
513	1904	1800
514	1911	1800
515	1913	1794
516	1915	1789
517	1916	1783
518	1918	1777
519	1919	1772
520	1921	1766
521	1924	1762
522	1926	1756
523	1946	1767
524	1951	1765
525	1954	1761
526	1956	1756
527	1965	1756
528	1966	1751
529	1970	1747
530	1973	1742
531	1982	1744
532	1987	1741
533	1989	1735
534	1997	1736
535	1999	1730
536	2001	1725
537	2002	1719
538	2003	1713
539	2016	1717
540	2018	1712
541	2029	1714
542	2031	1709
543	2034	1705
544	2043	1705
545	2045	1700
546	2046	1694
547	2048	1689
548	2050	1684
549	2052	1679
550	2065	1682
551	2067	1677
552	2068	1672
553	2074	1669
554	2077	1665
555	2093	1671
556	2095	1666
557	2104	1666
558	2106	1661
559	2107	1656
560	2109	1650
561	2110	1645
562	2121	1646
563	2122	1641
564	2125	1636
565	2127	1631
566	2133	1629
567	2135	1624
568	2136	1618
569	2138	1613
570	2139	1607
571	2141	1602
572	2142	1596
573	2149	1595
574	2150	1589
575	2152	1584
576	2153	1579
577	2155	1573
578	2157	1568
579	2163	1566
580	2165	1561
581	2167	1556
582	2170	1552
583	2172	1547
584	2173	1542
585	2181	1541
586	2183	1535
587	2184	1530
588	2186	1525
589	2187	1520
590	2189	1515
591	2194	1512
592	2197	1507
593	2200	1504
594	2202	1498
595	2204	1494
596	2212	1493
597	2214	1488
598	2216	1483
599	2218	1478
600	2219	1473
601	2231	1475
602	2233	1470
603	2234	1465
604	2236	1460
605	2238	1455
606	2240	1450
607	2242	1445
608	2249	1444
609	2250	1439
610	2257	1437
611	2258	1432
612	2261	1427
613	2263	1422
614	2265	1418
615	2274	1418
616	2276	1413
617	2277	1408
618	2279	1402
619	2281	1398
620	2288	1396
621	2290	1391
622	2291	1386
623	2293	1381
624	2295	1377
625	2296	1372
626	2301	1369
627	2303	1364
628	2306	1360
629	2308	1355
630	2310	1351
631	2317	1349
632	2319	1344
633	2320	1339
634	2321	1334
635	2323	1330
636	2325	1325
637	2327	1320
638	2332	1317
639	2334	1313
640	2335	1308
641	2336	1303
642	2338	1298
643	2339	1293
644	2340	1288
645	2341	1283
646	2342	1278
647	2349	1276
648	2351	1271
649	2352	1266
650	2355	1262
651	2356	1257
652	2358	1253
653	2363	1250
654	2364	1245
655	2366	1240
656	2367	1235
657	2368	1231
658	2370	1226
659	2371	1221
660	2372	1216
661	2380	1215
662	2382	1210
663	2383	1206
664	2385	1201
665	2387	1197
666	2388	1192
667	2391	1188
668	2394	1184
669	2396	1180
670	2397	1175
671	2398	1170
672	2399	1166
673	2401	1161
674	2402	1156
675	2403	1152
676	2409	1149
677	2411	1145
678	2414	1141
679	2469	1162
680	2480	1161
681	2481	1157
682	2483	1152
683	2485	1148
684	2489	1145
685	2491	1140
686	2492	1135
687	2494	1131
688	2578	1163
689	2579	1159
690	2582	1154
691	2583	1150
692	2599	1151
693	2609	1150
694	2611	1146
695	2613	1141
696	2614	1136
697	2626	1136
698	2628	1131
699	2632	1128
700	2643	1127
701	2646	1123
702	2647	1118
703	2662	1119
704	2780	1163
705	2792	1162
706	2794	1158
707	2796	1153
708	2807	1152
709	2809	1147
710	2811	1142
711	2812	1137
712	2824	1137
713	2826	1132
714	2828	1127
715	2840	1126
716	2841	1121
717	2843	1116
718	2844	1111
719	2857	1111
720	2858	1106
721	2889	1112
722	2891	1107
723	2892	1102
724	2903	1101
725	2905	1096
726	2907	1091
727	2908	1086
728	2911	1082
729	2920	1080
730	2922	1075
731	2924	1070
732	2925	1065
733	2937	1064
734	2939	1059
735	2940	1054
736	2949	1052
737	3019	1072
738	3021	1067
739	3023	1062
740	3031	1059
741	3033	1054
742	3034	1049
743	3036	1044
744	3038	1040
745	3043	1036
746	3087	1045
747	3095	1042
748	3097	1038
749	3099	1033
750	3100	1028
751	3102	1023
752	3103	1018
753	3140	1024
754	3143	1020
755	3145	1015
756	3146	1010
757	3148	1005
758	3149	1000
759	3160	998
760	3162	993
761	3163	988
762	3165	983
763	3166	978
764	3167	973
765	3172	969
766	3174	964
767	3175	959
768	3178	954
769	3180	949
770	3190	947
771	3192	942
772	3193	937
773	3194	932
774	3195	927
775	3196	922
776	3198	918
777	3200	913
778	3201	908
779	3202	903
780	3203	898
781	3204	893
782	3205	888
783	3207	883
784	3212	879
785	3214	875
786	3215	870
787	3216	865
788	3217	860
789	3218	855
790	3220	850
791	3221	845
792	3222	841
793	3226	837
794	3227	832
795	3229	827
796	3230	822
797	3231	817
798	3232	813
799	3233	808
800	3234	803
801	3236	798
802	3237	794
803	3245	791
804	3246	786
805	3247	781
806	3248	776
807	3250	772
808	3251	767
809	3252	763
810	3259	759
811	3261	755
812	3262	750
813	3264	745
814	3265	741
815	3266	736
816	3275	733
817	3276	729
818	3278	724
819	3279	719
820	3280	715
821	3281	710
822	3287	706
823	3288	702
824	3289	697
825	3290	693
826	3292	688
827	3293	684
828	3294	679
829	3296	675
830	3303	671
831	3305	667
832	3306	662
833	3307	658
834	3308	653
835	3309	649
836	3311	644
837	3312	640
838	3317	636
839	3318	632
840	3319	627
841	3321	623
842	3322	618
843	3323	614
844	3325	609
845	3326	605
846	3332	602
847	3334	597
848	3335	593
849	3336	588
850	3337	584
851	3338	579
852	3340	575
853	3341	571
854	3347	567
855	3349	563
856	3350	559
857	3352	554
858	3353	550
859	3355	546
860	3356	541
861	3364	538
862	3365	534
863	3366	529
864	3368	525
865	3369	521
866	3370	517
867	3371	512
868	3379	509
869	3380	505
870	3381	500
871	3382	496
872	3383	492
873	3385	488
874	3386	483
875	3388	479
876	3390	475
877	3392	471
878	3393	467
879	3394	462
880	3396	458
881	3397	454
882	3402	450
883	3404	446
884	3406	442
885	3408	438
886	3409	434
887	3411	430
888	3412	426
889	3414	422
890	3418	418
891	3420	414
892	3421	410
893	3425	406
894	3427	402
895	3435	398
896	3436	394
897	3437	390
898	3439	386
899	3440	382
900	3441	378
901	3445	374
902	3447	370
903	3448	366
904	3449	362
905	3450	358
906	3452	353
907	3454	349
908	3461	346
909	3463	342
910	3464	338
911	3466	334
912	3467	330
913	3468	326
914	3470	322
915	3475	318
916	3476	314
917	3477	310
918	3479	306
919	3480	302
920	3482	298
921	3483	294
922	3490	291
923	3492	287
924	3493	283
925	3494	279
926	3496	275
927	3498	271
928	3504	267
929	3506	263
930	3508	259
931	3509	256
932	3511	252
933	3512	248
934	3513	244
935	3514	240
936	3522	236
937	3523	232
938	3524	228
939	3525	225
940	3527	221
941	3528	217
942	3529	213
943	3532	209
944	3533	205
945	3535	201
946	3537	197
947	3538	194
948	3540	190
949	3548	186
950	3549	182
951	3551	179
952	3552	175
953	3554	171
954	3555	167
955	3561	163
956	3563	160
957	3564	156
958	3565	152
959	3566	148
960	3567	144
961	3568	140
962	3570	137
963	3571	133
964	3579	129
965	3580	126
966	3582	122
967	3583	118
968	3584	114
969	3585	110
970	3586	107
971	3592	103
972	3594	99
973	3595	95
974	3596	92
975	3597	88
976	3598	84
977	3599	80
978	3600	77
979	3601	73
980	3608	69
981	3609	66
982	3611	62
983	3613	58
984	3614	55
985	3615	51
986	3616	47
987	3622	44
988	3624	40
989	3625	36
990	3626	32
991	3627	29
992	3628	25
993	3630	21
994	3631	18
995	3632	14
996	3639	10
997	3641	7
998	3642	3
999	3643	0
